src_ip,unq_dst_ip,allow,drop,frequency,pkts_sent,pkts_received,bytesin,bytesout,unq_dst_port,timestamp
229.46.205.74,107,1723,628,2351,690206,1093346,53537943,1401303909,4,2022-01-14 16:00:00
187.44.158.33,12,133,64,197,27521,50428,2346339,75453740,3,2022-01-14 16:00:00
229.46.205.74,40,1184,395,1579,548075,1166277,42681638,1505290058,4,2022-01-14 17:00:00
46.39.79.251,2,6,0,6,24,16,2947,7264,2,2022-01-14 17:00:00
187.44.158.33,3,26,10,36,122,61,11023,5576,2,2022-01-14 17:00:00
229.46.205.74,41,430,147,577,305515,741439,23897216,955478770,4,2022-01-14 18:00:00
187.44.158.33,3,26,9,35,111,56,9980,5220,2,2022-01-14 18:00:00
46.39.79.251,3,8,2,10,56,42,8409,17994,2,2022-01-14 18:00:00
187.44.158.33,3,27,10,37,108,62,9497,5780,2,2022-01-17 08:00:00
229.46.205.74,76,544,221,765,37270,70232,4422431,85023103,4,2022-01-17 08:00:00
46.39.79.251,2,4,0,4,22,16,2767,7264,2,2022-01-17 08:00:00
229.46.205.74,57,1270,430,1700,150419,259110,16893634,318809585,4,2022-01-17 09:00:00
46.39.79.251,2,4,0,4,21,16,2689,7276,2,2022-01-17 09:00:00
187.44.158.33,4,30,7,37,105,48,9008,4388,3,2022-01-17 09:00:00
187.44.158.33,3,25,10,35,111,60,10347,5612,2,2022-01-17 10:00:00
46.39.79.251,2,4,0,4,22,16,2767,7264,2,2022-01-17 10:00:00
229.46.205.74,139,1630,643,2273,140644,239361,17285009,289082214,4,2022-01-17 10:00:00
229.46.205.74,188,4145,1495,5640,226094,430726,23667039,530111156,4,2022-01-17 11:00:00
46.39.79.251,2,9,0,9,63,51,8139,26262,2,2022-01-17 11:00:00
187.44.158.33,3,29,12,41,156,70,15347,6458,2,2022-01-17 11:00:00
187.44.158.33,4,28,9,37,142,66,15438,9727,3,2022-01-17 12:00:00
229.46.205.74,25,81,25,106,667,599,127738,251466,4,2022-01-17 12:00:00
46.39.79.251,3,8,2,10,57,43,8475,18057,2,2022-01-17 12:00:00
187.44.158.33,10,46,24,70,659,806,54305,1056450,3,2022-01-17 13:00:00
46.39.79.251,2,15,0,15,132,91,17832,66955,2,2022-01-17 13:00:00
229.46.205.74,22,65,23,88,441,349,80976,127289,4,2022-01-17 13:00:00
46.39.79.251,2,5,0,5,23,17,2857,7354,2,2022-01-17 14:00:00
229.46.205.74,140,1972,769,2741,96073,168895,11808978,204329135,4,2022-01-17 14:00:00
187.44.158.33,6,34,11,45,161,79,20421,15522,3,2022-01-17 14:00:00
187.44.158.33,3,25,11,36,113,68,10127,6316,2,2022-01-17 15:00:00
229.46.205.74,117,2006,785,2791,183869,315939,16094633,398315397,4,2022-01-17 15:00:00
46.39.79.251,2,4,0,4,19,14,2538,7144,2,2022-01-17 15:00:00
187.44.158.33,4,33,14,47,163,83,16335,17642,3,2022-01-17 16:00:00
229.46.205.74,55,683,259,942,69287,134516,7656599,164986667,4,2022-01-17 16:00:00
46.39.79.251,2,6,0,6,42,30,5354,14348,2,2022-01-17 16:00:00
46.39.79.251,2,4,0,4,18,14,2472,7120,2,2022-01-17 17:00:00
187.44.158.33,4,29,11,40,173,109,25834,54398,3,2022-01-17 17:00:00
229.46.205.74,47,518,188,706,25787,51255,3768728,59983373,4,2022-01-17 17:00:00
229.46.205.74,25,139,46,185,4669,5766,2310506,1569473,4,2022-01-17 18:00:00
46.39.79.251,3,8,2,10,56,42,8409,17992,2,2022-01-17 18:00:00
187.44.158.33,4,27,10,37,121,57,11393,5150,3,2022-01-17 18:00:00
229.46.205.74,50,1316,447,1763,13968,14559,4088268,9504029,4,2022-01-18 08:00:00
46.39.79.251,6,14,4,18,188,202,15530,272676,3,2022-01-18 08:00:00
187.44.158.33,10,47,25,72,713,802,57880,1043901,3,2022-01-18 08:00:00
187.44.158.33,3,26,7,33,98,43,8632,3896,2,2022-01-18 09:00:00
46.39.79.251,2,5,0,5,23,17,2857,7354,2,2022-01-18 09:00:00
229.46.205.74,70,2762,1079,3841,268352,484816,22850930,614464014,4,2022-01-18 09:00:00
46.39.79.251,3,18,1,19,174,137,23954,82218,2,2022-01-18 10:00:00
187.44.158.33,4,29,9,38,123,53,11287,4868,3,2022-01-18 10:00:00
229.46.205.74,181,2605,1006,3611,101225,182999,10958277,210809728,5,2022-01-18 10:00:00
46.39.79.251,2,4,0,4,22,16,2767,7264,2,2022-01-18 11:00:00
229.46.205.74,77,1363,466,1829,226518,325103,18781388,412087886,4,2022-01-18 11:00:00
187.44.158.33,4,27,12,39,172,112,26819,54628,3,2022-01-18 11:00:00
46.39.79.251,3,7,2,9,57,42,8445,17968,2,2022-01-18 12:00:00
187.44.158.33,4,29,9,38,132,66,14465,9597,3,2022-01-18 12:00:00
229.46.205.74,21,195,67,262,5763,10173,632576,12244758,4,2022-01-18 12:00:00
229.46.205.74,30,119,46,165,763,598,164329,190029,4,2022-01-18 13:00:00
46.39.79.251,2,17,0,17,144,121,18756,69097,2,2022-01-18 13:00:00
187.44.158.33,3,26,9,35,101,56,8940,5220,2,2022-01-18 13:00:00
187.44.158.33,3,25,9,34,126,56,11161,5220,2,2022-01-18 14:00:00
46.39.79.251,3,6,1,7,42,37,7851,18756,2,2022-01-18 14:00:00
229.46.205.74,43,416,150,566,127937,167369,11130152,213532984,4,2022-01-18 14:00:00
187.44.158.33,3,26,11,37,124,64,11581,5898,2,2022-01-18 15:00:00
46.39.79.251,2,4,0,4,22,16,2767,7264,2,2022-01-18 15:00:00
229.46.205.74,17,87,22,109,504,325,85532,107117,3,2022-01-18 15:00:00
46.39.79.251,3,6,0,6,27,15,3121,7174,2,2022-01-18 16:00:00
229.46.205.74,30,247,73,320,270539,391779,17878758,507944590,4,2022-01-18 16:00:00
187.44.158.33,4,28,11,39,149,69,14546,10996,3,2022-01-18 16:00:00
229.46.205.74,33,148,53,201,357808,502560,23565082,652838241,3,2022-01-18 17:00:00
46.39.79.251,2,4,0,4,19,14,2538,7144,2,2022-01-18 17:00:00
187.44.158.33,5,31,11,42,991,947,186443,619562,4,2022-01-18 17:00:00
187.44.158.33,11,48,28,76,6407,12080,607517,18090637,3,2022-01-18 18:00:00
229.46.205.74,29,193,67,260,218196,347792,14755540,451136795,4,2022-01-18 18:00:00
46.39.79.251,3,8,2,10,57,43,8475,18060,2,2022-01-18 18:00:00
229.46.205.74,29,95,37,132,1478,2036,269497,1931674,3,2022-01-19 08:00:00
187.44.158.33,3,26,9,35,113,55,10365,5130,2,2022-01-19 08:00:00
46.39.79.251,2,3,0,3,20,17,2623,7306,2,2022-01-19 08:00:00
187.44.158.33,4,30,9,39,161,96,25034,53104,3,2022-01-19 09:00:00
229.46.205.74,34,136,48,184,934,850,166914,442557,4,2022-01-19 09:00:00
46.39.79.251,2,16,0,16,138,94,18283,67165,2,2022-01-19 09:00:00
187.44.158.33,3,26,9,35,118,52,11265,4680,2,2022-01-19 10:00:00
46.39.79.251,2,4,0,4,19,14,2538,7144,2,2022-01-19 10:00:00
229.46.205.74,64,1175,429,1604,66126,104482,8246521,123952979,4,2022-01-19 10:00:00
187.44.158.33,4,28,9,37,129,54,12151,4942,3,2022-01-19 11:00:00
46.39.79.251,2,4,0,4,19,14,2538,7144,2,2022-01-19 11:00:00
229.46.205.74,26,216,74,290,130134,230308,14213799,285782723,4,2022-01-19 11:00:00
187.44.158.33,4,27,10,37,149,73,16220,10199,3,2022-01-19 12:00:00
46.39.79.251,3,7,2,9,53,39,8147,14909,2,2022-01-19 12:00:00
229.46.205.74,31,899,297,1196,178041,301387,19410623,373399059,4,2022-01-19 12:00:00
229.46.205.74,32,1246,416,1662,144277,263587,16776785,321501661,5,2022-01-19 13:00:00
187.44.158.33,5,30,7,37,135,69,14113,8631,4,2022-01-19 13:00:00
46.39.79.251,2,4,0,4,22,17,2767,7330,2,2022-01-19 13:00:00
229.46.205.74,55,1879,643,2522,151816,257671,18006103,312576900,4,2022-01-19 14:00:00
46.39.79.251,2,4,0,4,21,18,2713,7396,2,2022-01-19 14:00:00
187.44.158.33,5,30,11,41,150,77,15082,14914,3,2022-01-19 14:00:00
229.46.205.74,44,157,64,221,67602,63750,5215760,14519181,4,2022-01-19 15:00:00
187.44.158.33,8,36,11,47,331,337,34965,350890,4,2022-01-19 15:00:00
46.39.79.251,2,4,0,4,22,21,2803,13079,2,2022-01-19 15:00:00
229.46.205.74,70,429,154,583,105530,210422,9301163,267151343,5,2022-01-19 16:00:00
187.44.158.33,11,49,30,79,33745,72425,2853156,109459315,3,2022-01-19 16:00:00
46.39.79.251,3,18,0,18,153,120,19369,69172,2,2022-01-19 16:00:00
187.44.158.33,3,26,10,36,105,59,9757,5428,2,2022-01-19 17:00:00
46.39.79.251,2,4,0,4,22,16,2767,7264,2,2022-01-19 17:00:00
229.46.205.74,49,396,138,534,384532,621237,27427089,801907902,4,2022-01-19 17:00:00
187.44.158.33,4,28,12,40,164,115,25848,54818,3,2022-01-19 18:00:00
229.46.205.74,44,551,186,737,743686,1283041,61041749,1637494777,5,2022-01-19 18:00:00
46.39.79.251,3,8,2,10,57,43,8475,18058,2,2022-01-19 18:00:00
46.39.79.251,2,4,0,4,22,16,2767,7264,2,2022-01-20 08:00:00
187.44.158.33,3,26,9,35,134,53,12480,4868,2,2022-01-20 08:00:00
229.46.205.74,16,65,25,90,548,535,103142,293032,2,2022-01-20 08:00:00
229.46.205.74,27,112,42,154,826,669,133203,341058,4,2022-01-20 09:00:00
187.44.158.33,4,30,9,39,118,53,10522,4868,3,2022-01-20 09:00:00
46.39.79.251,2,4,0,4,22,16,2767,7264,2,2022-01-20 09:00:00
229.46.205.74,16,47,14,61,454,524,70528,419154,3,2022-01-20 10:00:00
46.39.79.251,2,4,0,4,22,16,2767,7264,2,2022-01-20 10:00:00
187.44.158.33,3,27,9,36,123,53,11417,4992,2,2022-01-20 10:00:00
229.46.205.74,21,84,31,115,569,464,94999,180242,4,2022-01-20 11:00:00
46.39.79.251,2,3,0,3,21,15,2677,7174,2,2022-01-20 11:00:00
187.44.158.33,18,95,48,143,7385,12897,593532,18279314,4,2022-01-20 11:00:00
187.44.158.33,5,29,9,38,324,252,51417,136182,4,2022-01-20 12:00:00
46.39.79.251,3,8,2,10,59,43,8583,18082,2,2022-01-20 12:00:00
229.46.205.74,20,77,28,105,585,504,106549,206063,3,2022-01-20 12:00:00
187.44.158.33,3,28,8,36,130,51,12453,4726,2,2022-01-20 13:00:00
46.39.79.251,2,5,0,5,22,19,2803,7486,2,2022-01-20 13:00:00
229.46.205.74,64,1095,388,1483,93880,124565,8798928,145243320,4,2022-01-20 13:00:00
187.44.158.33,6,30,9,39,141,61,14197,13929,4,2022-01-20 14:00:00
229.46.205.74,35,230,56,286,36905,51937,3239925,66528196,4,2022-01-20 14:00:00
46.39.79.251,2,4,0,4,19,14,2538,7144,2,2022-01-20 14:00:00
229.46.205.74,31,117,40,157,2888,4296,404750,4777492,4,2022-01-20 15:00:00
187.44.158.33,4,28,10,38,135,55,12901,4986,3,2022-01-20 15:00:00
46.39.79.251,3,17,1,18,157,118,22796,77644,2,2022-01-20 15:00:00
46.39.79.251,3,7,0,7,28,16,3211,7264,2,2022-01-20 16:00:00
187.44.158.33,4,27,10,37,467,397,81953,257737,3,2022-01-20 16:00:00
229.46.205.74,11,42,15,57,299,246,58462,66241,3,2022-01-20 16:00:00
229.46.205.74,16,60,20,80,425,333,86411,101448,3,2022-01-20 17:00:00
187.44.158.33,4,29,10,39,150,103,23999,53795,3,2022-01-20 17:00:00
46.39.79.251,2,4,0,4,22,16,2767,7264,2,2022-01-20 17:00:00
229.46.205.74,15,58,19,77,388,307,77431,99136,4,2022-01-20 18:00:00
187.44.158.33,5,29,12,41,1114,1027,209410,706032,4,2022-01-20 18:00:00
46.39.79.251,3,8,2,10,54,43,8270,19516,2,2022-01-20 18:00:00
229.46.205.74,20,74,30,104,1021,1223,151628,1048221,3,2022-01-21 08:00:00
187.44.158.33,3,27,10,37,111,63,9798,5846,2,2022-01-21 08:00:00
46.39.79.251,3,17,1,18,156,116,22736,77517,2,2022-01-21 08:00:00
229.46.205.74,20,90,31,121,637,559,96153,287228,4,2022-01-21 09:00:00
187.44.158.33,3,27,10,37,140,59,13607,5422,2,2022-01-21 09:00:00
46.39.79.251,9,56,16,72,597,684,149833,403764,2,2022-01-21 09:00:00
187.44.158.33,11,48,25,73,26215,56141,2291547,84838843,3,2022-01-21 10:00:00
46.39.79.251,7,22,2,24,1954,1187,2419978,181058,3,2022-01-21 10:00:00
229.46.205.74,15,49,17,66,417,371,75803,145205,3,2022-01-21 10:00:00
229.46.205.74,23,97,38,135,5676,3141,674622,786403,3,2022-01-21 11:00:00
187.44.158.33,6,31,11,42,188,109,29238,64734,4,2022-01-21 11:00:00
46.39.79.251,3,22,0,22,384,292,251143,145754,3,2022-01-21 11:00:00
229.46.205.74,12,55,15,70,442,383,78345,89481,3,2022-01-21 12:00:00
46.39.79.251,3,7,1,8,43,28,7676,13154,2,2022-01-21 12:00:00
187.44.158.33,4,29,11,40,149,82,15398,11265,3,2022-01-21 12:00:00
187.44.158.33,4,27,9,36,189,121,25234,47087,3,2022-01-21 13:00:00
46.39.79.251,2,4,0,4,21,16,2701,7264,2,2022-01-21 13:00:00
229.46.205.74,17,89,26,115,631,525,118578,140303,3,2022-01-21 13:00:00
187.44.158.33,6,31,10,41,149,77,14476,14729,4,2022-01-21 14:00:00
229.46.205.74,13,58,18,76,443,398,75341,102419,3,2022-01-21 14:00:00
46.39.79.251,2,3,0,3,17,15,2394,7186,2,2022-01-21 14:00:00
229.46.205.74,32,124,50,174,3488,4745,475219,5186122,4,2022-01-21 15:00:00
187.44.158.33,5,30,12,42,385,292,61876,159409,4,2022-01-21 15:00:00
46.39.79.251,2,3,0,3,21,15,2677,7174,2,2022-01-21 15:00:00
229.46.205.74,14,58,17,75,430,390,76444,102577,3,2022-01-21 16:00:00
187.44.158.33,5,30,9,39,144,109,23084,67381,4,2022-01-21 16:00:00
46.39.79.251,3,8,2,10,55,43,8337,18069,2,2022-01-21 16:00:00
46.39.79.251,2,16,0,16,144,117,18703,68809,2,2022-01-21 17:00:00
229.46.205.74,14,64,20,84,487,406,86937,95291,3,2022-01-21 17:00:00
187.44.158.33,3,27,10,37,109,62,9634,5780,2,2022-01-21 17:00:00
187.44.158.33,4,27,10,37,292,243,44892,119359,3,2022-01-21 18:00:00
229.46.205.74,17,79,25,104,606,543,118070,178437,3,2022-01-21 18:00:00
46.39.79.251,2,4,0,4,22,16,2767,7264,2,2022-01-21 18:00:00
46.39.79.251,2,3,0,3,21,15,2677,7174,2,2022-01-24 08:00:00
187.44.158.33,3,28,10,38,123,62,11089,5780,2,2022-01-24 08:00:00
229.46.205.74,18,79,23,102,586,497,95607,112399,4,2022-01-24 08:00:00
187.44.158.33,3,28,7,35,108,42,9807,3838,2,2022-01-24 09:00:00
229.46.205.74,20,84,27,111,770,714,106369,423453,3,2022-01-24 09:00:00
46.39.79.251,2,4,0,4,22,16,2767,7264,2,2022-01-24 09:00:00
187.44.158.33,6,31,12,43,196,113,30031,64938,4,2022-01-24 10:00:00
229.46.205.74,22,115,35,150,889,744,164081,352695,4,2022-01-24 10:00:00
46.39.79.251,3,8,2,10,55,41,8355,15266,2,2022-01-24 10:00:00
187.44.158.33,4,27,9,36,191,153,25691,54747,3,2022-01-24 11:00:00
229.46.205.74,101,1800,1205,3005,367395,516993,28940299,662263832,4,2022-01-24 11:00:00
46.39.79.251,2,4,0,4,22,16,2767,7264,2,2022-01-24 11:00:00
187.44.158.33,13,60,30,90,833,926,109859,1133433,3,2022-01-24 12:00:00
46.39.79.251,2,3,0,3,20,17,2623,7306,2,2022-01-24 12:00:00
229.46.205.74,21,100,32,132,618,481,103691,136070,4,2022-01-24 12:00:00
187.44.158.33,4,27,10,37,376,306,60757,159881,3,2022-01-24 13:00:00
46.39.79.251,2,3,0,3,21,15,2677,7174,2,2022-01-24 13:00:00
229.46.205.74,18,68,19,87,496,400,89529,113177,3,2022-01-24 13:00:00
187.44.158.33,6,31,11,42,148,79,14374,15218,4,2022-01-24 14:00:00
46.39.79.251,2,4,0,4,20,15,2604,7298,2,2022-01-24 14:00:00
229.46.205.74,18,79,21,100,505,410,91116,132780,3,2022-01-24 14:00:00
229.46.205.74,31,124,45,169,3099,3209,444428,3257796,4,2022-01-24 15:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-01-24 15:00:00
187.44.158.33,3,25,10,35,110,61,9866,5690,2,2022-01-24 15:00:00
187.44.158.33,4,28,9,37,177,126,23932,47759,3,2022-01-24 16:00:00
229.46.205.74,16,86,25,111,597,500,116632,134737,4,2022-01-24 16:00:00
46.39.79.251,3,7,2,9,57,43,8451,18123,2,2022-01-24 16:00:00
187.44.158.33,4,30,11,41,121,65,10917,5988,3,2022-01-24 17:00:00
46.39.79.251,2,3,0,3,22,16,2743,7328,2,2022-01-24 17:00:00
229.46.205.74,13,54,14,68,445,387,76780,93880,3,2022-01-24 17:00:00
46.39.79.251,2,5,0,5,24,17,2923,7418,2,2022-01-24 18:00:00
187.44.158.33,3,26,11,37,128,62,12059,5636,2,2022-01-24 18:00:00
229.46.205.74,19,74,21,95,715,736,104820,522656,4,2022-01-24 18:00:00
229.46.205.74,20,86,29,115,7462,3989,862686,942824,4,2022-01-25 08:00:00
46.39.79.251,2,4,0,4,20,15,2604,7298,2,2022-01-25 08:00:00
187.44.158.33,3,28,10,38,122,59,11252,5428,2,2022-01-25 08:00:00
229.46.205.74,29,118,42,160,21057,40737,1363056,52455987,4,2022-01-25 09:00:00
187.44.158.33,3,26,9,35,95,56,8496,5220,2,2022-01-25 09:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-01-25 09:00:00
187.44.158.33,4,27,11,38,134,56,13350,4916,3,2022-01-25 10:00:00
46.39.79.251,3,20,2,22,188,139,24951,79937,2,2022-01-25 10:00:00
229.46.205.74,14,62,15,77,497,430,86836,140098,4,2022-01-25 10:00:00
187.44.158.33,3,27,12,39,140,71,12994,6548,2,2022-01-25 11:00:00
229.46.205.74,14,65,16,81,593,630,89410,393214,4,2022-01-25 11:00:00
46.39.79.251,2,3,0,3,22,16,2743,7328,2,2022-01-25 11:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-01-25 12:00:00
187.44.158.33,5,31,12,43,85982,177897,5916068,268812632,4,2022-01-25 12:00:00
229.46.205.74,19,84,25,109,1000,1290,141863,1124814,4,2022-01-25 12:00:00
187.44.158.33,6,31,13,44,169,94,19697,23596,4,2022-01-25 13:00:00
229.46.205.74,13,56,15,71,436,366,73054,84052,3,2022-01-25 13:00:00
46.39.79.251,2,15,0,15,131,94,16875,57844,2,2022-01-25 13:00:00
46.39.79.251,2,5,0,5,38,34,4677,18675,2,2022-01-25 14:00:00
187.44.158.33,3,25,9,34,109,54,9895,4904,2,2022-01-25 14:00:00
229.46.205.74,16,70,22,92,518,445,90415,153141,3,2022-01-25 14:00:00
229.46.205.74,30,107,36,143,3220,4926,397919,5469308,4,2022-01-25 15:00:00
187.44.158.33,3,26,10,36,138,56,13242,5076,2,2022-01-25 15:00:00
46.39.79.251,2,3,0,3,19,14,2514,7208,2,2022-01-25 15:00:00
229.46.205.74,21,86,28,114,835,757,293900,204301,4,2022-01-25 16:00:00
46.39.79.251,3,8,2,10,53,41,8180,18026,2,2022-01-25 16:00:00
187.44.158.33,4,31,12,43,167,111,25854,54615,3,2022-01-25 16:00:00
46.39.79.251,2,4,0,4,20,15,2604,7298,2,2022-01-25 17:00:00
187.44.158.33,9,46,22,68,745,823,60394,1088150,3,2022-01-25 17:00:00
229.46.205.74,15,76,19,95,564,490,98860,142110,3,2022-01-25 17:00:00
187.44.158.33,10,45,17,62,195516,409532,14398226,615184223,4,2022-01-25 18:00:00
46.39.79.251,3,6,1,7,39,29,5848,13308,2,2022-01-25 18:00:00
229.46.205.74,9,51,14,65,389,335,68378,77967,2,2022-01-25 18:00:00
187.44.158.33,3,26,11,37,127,64,12127,5898,2,2022-01-26 08:00:00
229.46.205.74,18,69,18,87,543,474,105701,107779,3,2022-01-26 08:00:00
46.39.79.251,2,3,0,3,19,15,2514,7274,2,2022-01-26 08:00:00
187.44.158.33,3,26,10,36,110,62,10206,5780,2,2022-01-26 09:00:00
46.39.79.251,2,16,0,16,158,120,19579,69790,2,2022-01-26 09:00:00
229.46.205.74,23,96,28,124,710,587,109946,217184,3,2022-01-26 09:00:00
46.39.79.251,3,8,2,10,52,40,8114,15101,2,2022-01-26 10:00:00
229.46.205.74,14,75,25,100,612,568,97969,243498,3,2022-01-26 10:00:00
187.44.158.33,3,27,6,33,99,38,8264,3540,2,2022-01-26 10:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-01-26 11:00:00
187.44.158.33,3,26,9,35,117,56,9950,5220,2,2022-01-26 11:00:00
229.46.205.74,17,71,17,88,478,399,82019,94596,4,2022-01-26 11:00:00
229.46.205.74,9,59,12,71,386,328,64980,67655,3,2022-01-26 12:00:00
187.44.158.33,12,51,24,75,5071,9488,460665,14178538,4,2022-01-26 12:00:00
46.39.79.251,2,3,0,3,19,14,2514,7208,2,2022-01-26 12:00:00
187.44.158.33,3,26,9,35,102,53,9583,4868,2,2022-01-26 13:00:00
46.39.79.251,3,10,8,18,6667,8297,582188,12520958,3,2022-01-26 13:00:00
229.46.205.74,17,90,25,115,707,682,125642,312509,3,2022-01-26 13:00:00
229.46.205.74,21,77,20,97,572,513,111441,184562,4,2022-01-26 14:00:00
187.44.158.33,4,29,10,39,155,103,24650,53911,3,2022-01-26 14:00:00
46.39.79.251,2,4,0,4,20,15,2604,7298,2,2022-01-26 14:00:00
187.44.158.33,4,29,11,40,138,73,13613,11438,3,2022-01-26 15:00:00
229.46.205.74,32,128,47,175,2260,2871,582847,2473998,3,2022-01-26 15:00:00
46.39.79.251,2,4,0,4,20,15,2604,7298,2,2022-01-26 15:00:00
229.46.205.74,17,65,16,81,451,392,78585,92567,4,2022-01-26 16:00:00
46.39.79.251,4,10,2,12,60,41,8709,15130,2,2022-01-26 16:00:00
187.44.158.33,4,26,7,33,2504007,5322938,180996342,7957319069,3,2022-01-26 16:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-01-26 17:00:00
229.46.205.74,15,61,15,76,428,371,74164,103665,3,2022-01-26 17:00:00
187.44.158.33,3,27,10,37,115,62,10276,5780,2,2022-01-26 17:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-01-26 18:00:00
187.44.158.33,3,27,12,39,136,68,12998,6196,2,2022-01-26 18:00:00
229.46.205.74,19,91,25,116,671,648,120461,313501,3,2022-01-26 18:00:00
229.46.205.74,23,91,29,120,5816,5761,426155,466788,4,2022-01-27 08:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-01-27 08:00:00
187.44.158.33,3,26,10,36,104,62,9272,5780,2,2022-01-27 08:00:00
229.46.205.74,26,102,33,135,802,665,145860,280107,4,2022-01-27 09:00:00
187.44.158.33,10,46,25,71,1913,4121,165957,6074394,3,2022-01-27 09:00:00
46.39.79.251,2,11,0,11,57,35,8597,17524,2,2022-01-27 09:00:00
187.44.158.33,4,28,12,40,169,120,26590,56824,3,2022-01-27 10:00:00
46.39.79.251,3,7,2,9,53,38,8175,14943,2,2022-01-27 10:00:00
229.46.205.74,23,101,29,130,707,639,114940,281457,3,2022-01-27 10:00:00
187.44.158.33,3,25,10,35,117,58,10692,5338,2,2022-01-27 11:00:00
46.39.79.251,2,3,0,3,21,16,2665,7340,2,2022-01-27 11:00:00
229.46.205.74,17,80,24,104,717,769,111667,498873,4,2022-01-27 11:00:00
46.39.79.251,2,4,0,4,20,15,2604,7298,2,2022-01-27 12:00:00
229.46.205.74,26,104,36,140,3284,3781,597432,3647867,3,2022-01-27 12:00:00
187.44.158.33,4,28,10,38,148,75,15814,10638,3,2022-01-27 12:00:00
229.46.205.74,18,60,22,82,471,405,85424,112895,4,2022-01-27 13:00:00
187.44.158.33,3,27,10,37,108,63,9671,5840,2,2022-01-27 13:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-01-27 13:00:00
46.39.79.251,5,14,7,21,2211,2958,193624,4428486,3,2022-01-27 14:00:00
187.44.158.33,3,27,12,39,128,74,11371,6900,2,2022-01-27 14:00:00
229.46.205.74,17,66,18,84,492,412,92510,105285,3,2022-01-27 14:00:00
229.46.205.74,24,86,27,113,685,581,162206,197246,3,2022-01-27 15:00:00
46.39.79.251,2,3,0,3,22,16,2743,7328,2,2022-01-27 15:00:00
187.44.158.33,7,37,9,46,185,115,37566,68184,5,2022-01-27 15:00:00
46.39.79.251,3,8,2,10,55,41,8303,15154,2,2022-01-27 16:00:00
229.46.205.74,15,70,20,90,537,457,95936,127147,3,2022-01-27 16:00:00
187.44.158.33,4,42,9,51,121,72,10797,7438,3,2022-01-27 16:00:00
229.46.205.74,14,55,15,70,435,375,75789,93292,3,2022-01-27 17:00:00
46.39.79.251,3,18,1,19,163,120,23697,76743,2,2022-01-27 17:00:00
187.44.158.33,4,39,12,51,140,86,13608,8584,3,2022-01-27 17:00:00
187.44.158.33,4,49,8,57,124,68,11269,7166,3,2022-01-27 18:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-01-27 18:00:00
229.46.205.74,12,59,15,74,406,342,69736,68889,3,2022-01-27 18:00:00
46.39.79.251,3,18,1,19,165,124,23336,78686,2,2022-01-28 08:00:00
187.44.158.33,4,49,9,58,149,75,13750,7900,3,2022-01-28 08:00:00
229.46.205.74,22,87,29,116,659,568,118182,177095,4,2022-01-28 08:00:00
229.46.205.74,17,72,19,91,534,463,82957,163931,4,2022-01-28 09:00:00
46.39.79.251,5,15,0,15,1306,799,1622000,124417,3,2022-01-28 09:00:00
187.44.158.33,4,46,10,56,128,79,11738,8151,3,2022-01-28 09:00:00
187.44.158.33,13,97,25,122,1890,3774,172611,5464607,5,2022-01-28 10:00:00
46.39.79.251,7,17,2,19,815,531,863727,109794,3,2022-01-28 10:00:00
229.46.205.74,37,140,50,190,3096,3756,617204,3427801,3,2022-01-28 10:00:00
187.44.158.33,5,48,11,59,145,93,13817,14284,4,2022-01-28 11:00:00
46.39.79.251,2,3,0,3,22,16,2743,7328,2,2022-01-28 11:00:00
229.46.205.74,21,91,30,121,680,555,104669,221701,4,2022-01-28 11:00:00
187.44.158.33,7,49,10,59,822,676,145664,267815,5,2022-01-28 12:00:00
46.39.79.251,2,4,0,4,22,16,2755,7364,2,2022-01-28 12:00:00
229.46.205.74,15,63,16,79,513,449,90326,102020,3,2022-01-28 12:00:00
229.46.205.74,16,72,21,93,490,416,90762,152604,3,2022-01-28 13:00:00
187.44.158.33,4,50,7,57,133,68,11866,7370,3,2022-01-28 13:00:00
46.39.79.251,2,4,0,4,20,15,2604,7298,2,2022-01-28 13:00:00
229.46.205.74,21,78,23,101,526,437,87927,145846,3,2022-01-28 14:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-01-28 14:00:00
187.44.158.33,4,45,11,56,142,84,13274,8563,3,2022-01-28 14:00:00
187.44.158.33,5,45,10,55,134,81,11864,8372,4,2022-01-28 15:00:00
229.46.205.74,35,156,54,210,4881,4915,571128,5513493,4,2022-01-28 15:00:00
46.39.79.251,2,3,0,3,22,16,2743,7328,2,2022-01-28 15:00:00
46.39.79.251,3,8,2,10,57,43,8435,18145,2,2022-01-28 16:00:00
229.46.205.74,103,1808,720,2528,322470,400208,26917418,507304849,5,2022-01-28 16:00:00
187.44.158.33,6,33,12,45,128333,260508,8982371,392807658,5,2022-01-28 16:00:00
229.46.205.74,22,84,23,107,576,491,104724,135625,4,2022-01-28 17:00:00
